idade,bairro,produto,descricao,marca,estado,pontuacao
48,Pacaembu,TV,vitae,Electrolux,funciona,150
27,Jd Primavera,Fogão,minus,Samsung,funciona,50
23,Vossoroca,computador,unde,Electrolux,funciona,110
53,Pacaembu,Fogão,consequuntur,Samsung,funciona,50
60,Pacaembu,Fogão,voluptas,Brastemp,defeito,30
62,Vossoroca,freezer,laudantium,LG,defeito,120
53,Vossoroca,freezer,suscipit,Brastemp,defeito,120
57,Campolim,Fogão,officiis,Samsung,funciona,50
45,Jd Primavera,TV,maxime,Gradiente,funciona,150
45,Jd Primavera,ap de som,dolores,Electrolux,defeito,24
19,Campolim,micro-ondas,repudiandae,LG,funciona,100
32,Centro,freezer,soluta,Electrolux,defeito,120
58,Pacaembu,freezer,repellendus,Electrolux,funciona,200
69,Centro,computador,sed,Gradiente,defeito,66
53,Centro,micro-ondas,maxime,Gradiente,funciona,100
62,Jd Primavera,micro-ondas,voluptate,Brastemp,defeito,60
48,Pacaembu,ap de som,commodi,LG,funciona,40
68,Vossoroca,TV,libero,Electrolux,funciona,150
30,Campolim,micro-ondas,laudantium,Samsung,funciona,100
68,Campolim,micro-ondas,soluta,Samsung,defeito,60
62,Pacaembu,Fogão,corrupti,Brastemp,funciona,50
53,Pacaembu,computador,sapiente,Electrolux,defeito,66
66,Campolim,Fogão,nesciunt,Electrolux,defeito,30
42,Pacaembu,computador,porro,Samsung,defeito,66
19,Centro,computador,expedita,Electrolux,defeito,66
25,Pacaembu,Fogão,possimus,Samsung,funciona,50
54,Vossoroca,freezer,rerum,Gradiente,funciona,200
46,Campolim,computador,sunt,Samsung,funciona,110
46,Jd Primavera,ap de som,laborum,Gradiente,defeito,24
22,Campolim,Fogão,ex,Samsung,defeito,30
47,Campolim,computador,necessitatibus,Samsung,defeito,66
21,Campolim,Fogão,eum,Brastemp,funciona,50
58,Jd Primavera,computador,illo,LG,defeito,66
20,Jd Primavera,computador,eos,LG,defeito,66
38,Pacaembu,micro-ondas,hic,Brastemp,defeito,60
21,Vossoroca,TV,aliquid,Brastemp,defeito,90
70,Centro,ap de som,assumenda,Brastemp,defeito,24
23,Jd Primavera,TV,qui,LG,funciona,150
31,Pacaembu,ap de som,libero,Brastemp,defeito,24
52,Campolim,TV,qui,Gradiente,defeito,90
68,Campolim,micro-ondas,impedit,LG,funciona,100
70,Jd Primavera,Fogão,quibusdam,LG,defeito,30
37,Jd Primavera,ap de som,quaerat,LG,defeito,24
62,Pacaembu,computador,molestiae,Gradiente,funciona,110
63,Campolim,TV,corporis,Gradiente,defeito,90
36,Campolim,TV,veniam,Samsung,defeito,90
69,Vossoroca,freezer,accusantium,Electrolux,funciona,200
68,Pacaembu,freezer,sequi,Brastemp,defeito,120
52,Vossoroca,Fogão,explicabo,LG,funciona,50
60,Jd Primavera,micro-ondas,commodi,Samsung,defeito,60
28,Centro,computador,cumque,Samsung,defeito,66
37,Jd Primavera,freezer,quos,Gradiente,defeito,120
20,Vossoroca,micro-ondas,eos,Samsung,defeito,60
54,Campolim,freezer,minima,Samsung,funciona,200
30,Pacaembu,computador,vel,Gradiente,defeito,66
39,Pacaembu,ap de som,aliquid,LG,funciona,40
55,Campolim,ap de som,saepe,LG,defeito,24
61,Centro,computador,veritatis,Brastemp,defeito,66
51,Pacaembu,ap de som,delectus,Gradiente,defeito,24
70,Campolim,Fogão,dicta,Brastemp,defeito,30
40,Centro,freezer,placeat,LG,funciona,200
43,Centro,micro-ondas,fugiat,Electrolux,funciona,100
37,Vossoroca,ap de som,eius,Gradiente,defeito,24
53,Campolim,freezer,ex,Electrolux,defeito,120
65,Centro,TV,totam,Samsung,defeito,90
52,Jd Primavera,Fogão,cumque,LG,funciona,50
35,Vossoroca,freezer,labore,Brastemp,funciona,200
45,Jd Primavera,micro-ondas,optio,Gradiente,defeito,60
27,Campolim,micro-ondas,magnam,Gradiente,defeito,60
67,Centro,freezer,voluptate,Electrolux,funciona,200
30,Jd Primavera,Fogão,eaque,Samsung,funciona,50
26,Pacaembu,Fogão,porro,LG,defeito,30
50,Jd Primavera,micro-ondas,sunt,Samsung,funciona,100
54,Jd Primavera,TV,laborum,Samsung,defeito,90
20,Campolim,freezer,velit,Electrolux,defeito,120
66,Jd Primavera,ap de som,dolore,LG,defeito,24
39,Jd Primavera,freezer,cumque,LG,funciona,200
32,Campolim,micro-ondas,fuga,LG,defeito,60
70,Campolim,ap de som,iusto,Electrolux,funciona,40
45,Campolim,ap de som,facilis,Samsung,defeito,24
37,Campolim,micro-ondas,occaecati,Gradiente,defeito,60
68,Vossoroca,computador,culpa,Gradiente,funciona,110
60,Pacaembu,ap de som,odio,Gradiente,funciona,40
27,Vossoroca,ap de som,assumenda,Electrolux,funciona,40
66,Jd Primavera,Fogão,eligendi,Samsung,defeito,30
52,Centro,TV,amet,Electrolux,defeito,90
34,Jd Primavera,ap de som,saepe,Samsung,defeito,24
69,Vossoroca,TV,labore,LG,defeito,90
24,Pacaembu,TV,inventore,LG,defeito,90
28,Jd Primavera,ap de som,consectetur,Gradiente,funciona,40
67,Centro,freezer,aspernatur,Brastemp,funciona,200
33,Campolim,ap de som,accusamus,Brastemp,defeito,24
60,Centro,ap de som,nostrum,Brastemp,funciona,40
53,Campolim,computador,perferendis,Electrolux,funciona,110
51,Jd Primavera,freezer,a,Gradiente,defeito,120
39,Campolim,micro-ondas,reprehenderit,Gradiente,funciona,100
37,Pacaembu,TV,cumque,LG,funciona,150
28,Jd Primavera,freezer,repellat,LG,defeito,120
67,Jd Primavera,micro-ondas,iste,Gradiente,defeito,60
18,Jd Primavera,TV,commodi,Electrolux,funciona,150
21,Campolim,ap de som,labore,Brastemp,defeito,24
19,Vossoroca,Fogão,accusantium,Brastemp,funciona,50
70,Vossoroca,computador,illo,Gradiente,funciona,110
38,Pacaembu,Fogão,voluptatibus,Gradiente,defeito,30
64,Jd Primavera,computador,adipisci,Gradiente,funciona,110
61,Campolim,TV,consequatur,Gradiente,defeito,90
44,Vossoroca,freezer,aliquid,LG,funciona,200
63,Pacaembu,TV,distinctio,Brastemp,funciona,150
27,Jd Primavera,computador,pariatur,Brastemp,funciona,110
44,Vossoroca,freezer,provident,Electrolux,defeito,120
57,Campolim,Fogão,voluptatum,Brastemp,defeito,30
21,Centro,micro-ondas,corporis,Brastemp,defeito,60
44,Pacaembu,micro-ondas,dignissimos,Brastemp,defeito,60
68,Vossoroca,computador,architecto,Samsung,defeito,66
52,Jd Primavera,computador,nostrum,LG,defeito,66
70,Centro,ap de som,saepe,Electrolux,funciona,40
33,Vossoroca,ap de som,maiores,Samsung,funciona,40
69,Jd Primavera,computador,non,Samsung,funciona,110
52,Jd Primavera,computador,mollitia,LG,defeito,66
26,Centro,TV,porro,LG,funciona,150
20,Centro,Fogão,doloremque,Electrolux,funciona,50
32,Pacaembu,micro-ondas,at,Electrolux,funciona,100
59,Campolim,ap de som,atque,Samsung,defeito,24
69,Jd Primavera,micro-ondas,eos,Samsung,funciona,100
65,Vossoroca,micro-ondas,distinctio,Samsung,funciona,100
51,Campolim,micro-ondas,assumenda,Gradiente,defeito,60
31,Campolim,Fogão,ullam,Brastemp,defeito,30
27,Pacaembu,micro-ondas,soluta,LG,defeito,60
52,Centro,TV,dolorem,Electrolux,defeito,90
20,Campolim,Fogão,voluptatibus,Electrolux,funciona,50
39,Centro,computador,nostrum,Brastemp,funciona,110
63,Centro,micro-ondas,minima,Samsung,funciona,100
35,Centro,TV,voluptas,Samsung,funciona,150
24,Pacaembu,freezer,minima,LG,funciona,200
52,Campolim,Fogão,temporibus,LG,defeito,30
21,Jd Primavera,micro-ondas,at,Electrolux,defeito,60
39,Vossoroca,Fogão,aspernatur,Gradiente,funciona,50
57,Jd Primavera,freezer,voluptate,Gradiente,defeito,120
59,Jd Primavera,Fogão,perferendis,Brastemp,defeito,30
18,Jd Primavera,freezer,nisi,Brastemp,funciona,200
51,Centro,ap de som,excepturi,Electrolux,defeito,24
30,Jd Primavera,micro-ondas,totam,Brastemp,funciona,100
35,Vossoroca,ap de som,soluta,Electrolux,defeito,24
59,Jd Primavera,micro-ondas,voluptas,Brastemp,defeito,60
31,Pacaembu,computador,ut,Samsung,defeito,66
18,Centro,ap de som,aut,Samsung,funciona,40
59,Jd Primavera,micro-ondas,excepturi,Samsung,funciona,100
47,Vossoroca,TV,quod,Gradiente,funciona,150
62,Campolim,micro-ondas,nam,Samsung,defeito,60
30,Vossoroca,ap de som,unde,Gradiente,defeito,24
38,Centro,TV,ratione,Brastemp,funciona,150
37,Pacaembu,Fogão,iusto,Electrolux,funciona,50
64,Campolim,computador,delectus,Electrolux,defeito,66
32,Centro,TV,culpa,LG,funciona,150
56,Jd Primavera,TV,excepturi,Gradiente,defeito,90
36,Vossoroca,Fogão,optio,Samsung,defeito,30
40,Campolim,freezer,aperiam,LG,defeito,120
62,Centro,micro-ondas,vero,Gradiente,funciona,100
54,Pacaembu,TV,harum,Gradiente,funciona,150
46,Centro,TV,libero,LG,funciona,150
53,Pacaembu,micro-ondas,optio,Samsung,funciona,100
69,Pacaembu,ap de som,quisquam,Gradiente,defeito,24
47,Vossoroca,Fogão,quia,Gradiente,funciona,50
43,Campolim,TV,ad,Electrolux,funciona,150
63,Campolim,ap de som,esse,LG,defeito,24
67,Vossoroca,TV,explicabo,LG,funciona,150
30,Campolim,freezer,quisquam,Gradiente,funciona,200
68,Jd Primavera,computador,eum,Samsung,defeito,66
66,Vossoroca,ap de som,eaque,Electrolux,defeito,24
46,Vossoroca,ap de som,perferendis,Electrolux,funciona,40
68,Jd Primavera,ap de som,voluptate,Samsung,funciona,40
54,Centro,micro-ondas,beatae,Brastemp,defeito,60
58,Centro,TV,vitae,Electrolux,funciona,150
18,Pacaembu,computador,est,Samsung,funciona,110
20,Centro,computador,architecto,Gradiente,funciona,110
33,Centro,TV,eos,Brastemp,funciona,150
43,Centro,computador,error,Electrolux,funciona,110
53,Centro,TV,facere,Electrolux,defeito,90
54,Vossoroca,ap de som,repellendus,Samsung,funciona,40
24,Pacaembu,ap de som,dolor,Samsung,funciona,40
61,Campolim,ap de som,repellat,LG,funciona,40
18,Jd Primavera,ap de som,iure,Gradiente,funciona,40
47,Centro,micro-ondas,totam,Samsung,defeito,60
37,Pacaembu,ap de som,sint,Brastemp,funciona,40
27,Campolim,TV,labore,Gradiente,defeito,90
36,Jd Primavera,TV,nobis,Samsung,defeito,90
31,Centro,micro-ondas,ipsum,Gradiente,funciona,100
18,Jd Primavera,micro-ondas,voluptate,Brastemp,defeito,60
55,Vossoroca,Fogão,amet,LG,funciona,50
37,Centro,computador,ipsam,LG,funciona,110
57,Campolim,computador,molestias,Gradiente,funciona,110
18,Vossoroca,Fogão,ducimus,Samsung,defeito,30
61,Vossoroca,micro-ondas,nam,Brastemp,defeito,60
25,Pacaembu,TV,eum,Samsung,funciona,150
37,Jd Primavera,Fogão,suscipit,Brastemp,funciona,50
64,Vossoroca,ap de som,debitis,Brastemp,funciona,40
45,Pacaembu,micro-ondas,debitis,Brastemp,funciona,100
34,Vossoroca,ap de som,rem,Gradiente,funciona,40
63,Pacaembu,freezer,consequuntur,Gradiente,defeito,120
70,Jd Primavera,TV,unde,Gradiente,defeito,90
48,Jd Primavera,computador,debitis,LG,defeito,66
26,Campolim,micro-ondas,ea,Electrolux,defeito,60
56,Campolim,micro-ondas,ducimus,LG,defeito,60
63,Vossoroca,Fogão,nulla,Gradiente,funciona,50
28,Campolim,computador,repellendus,LG,funciona,110
35,Jd Primavera,micro-ondas,libero,Brastemp,defeito,60
51,Campolim,computador,corrupti,Samsung,defeito,66
63,Campolim,ap de som,ullam,Electrolux,defeito,24
51,Pacaembu,micro-ondas,quidem,Gradiente,funciona,100
21,Campolim,ap de som,voluptatibus,Samsung,defeito,24
51,Vossoroca,Fogão,fugit,Gradiente,defeito,30
53,Pacaembu,computador,praesentium,Brastemp,defeito,66
58,Jd Primavera,micro-ondas,maxime,Samsung,defeito,60
21,Centro,ap de som,impedit,Gradiente,funciona,40
49,Vossoroca,ap de som,quaerat,Electrolux,funciona,40
56,Campolim,computador,eaque,Samsung,funciona,110
21,Pacaembu,TV,molestiae,Gradiente,funciona,150
59,Vossoroca,Fogão,culpa,Brastemp,defeito,30
35,Centro,freezer,tempore,Brastemp,funciona,200
50,Campolim,ap de som,tempora,Gradiente,funciona,40
33,Jd Primavera,freezer,numquam,Electrolux,funciona,200
20,Pacaembu,freezer,nesciunt,Electrolux,funciona,200
45,Jd Primavera,computador,et,Samsung,defeito,66
34,Campolim,computador,consequuntur,Electrolux,defeito,66
28,Centro,micro-ondas,sint,Electrolux,funciona,100
53,Pacaembu,computador,voluptate,Samsung,defeito,66
69,Centro,computador,beatae,Electrolux,defeito,66
34,Campolim,computador,perferendis,LG,funciona,110
63,Jd Primavera,computador,vel,LG,funciona,110
65,Vossoroca,freezer,porro,Samsung,defeito,120
43,Jd Primavera,computador,excepturi,LG,funciona,110
59,Centro,Fogão,eius,Gradiente,defeito,30
39,Jd Primavera,ap de som,facilis,Gradiente,funciona,40
23,Campolim,Fogão,fugiat,Electrolux,funciona,50
38,Campolim,ap de som,at,Brastemp,defeito,24
25,Jd Primavera,micro-ondas,nesciunt,Gradiente,funciona,100
33,Pacaembu,Fogão,nobis,Electrolux,funciona,50
23,Campolim,ap de som,tempore,Gradiente,defeito,24
46,Jd Primavera,freezer,consequatur,Brastemp,defeito,120
69,Centro,ap de som,odio,Gradiente,funciona,40
55,Centro,computador,ipsa,Brastemp,funciona,110
65,Vossoroca,ap de som,nam,Gradiente,funciona,40
23,Vossoroca,TV,numquam,Gradiente,funciona,150
56,Jd Primavera,Fogão,sint,Gradiente,funciona,50
50,Campolim,TV,ipsam,Gradiente,defeito,90
20,Centro,TV,pariatur,Brastemp,funciona,150
25,Centro,ap de som,voluptas,Brastemp,funciona,40
28,Centro,freezer,quas,LG,funciona,200
20,Centro,micro-ondas,commodi,Samsung,defeito,60
65,Pacaembu,Fogão,nemo,Brastemp,funciona,50
23,Centro,freezer,ullam,Samsung,defeito,120
22,Jd Primavera,freezer,deserunt,Gradiente,defeito,120
70,Jd Primavera,Fogão,nisi,Electrolux,funciona,50
46,Vossoroca,Fogão,tempore,Samsung,funciona,50
55,Jd Primavera,ap de som,libero,Gradiente,defeito,24
22,Centro,ap de som,atque,Electrolux,defeito,24
33,Campolim,freezer,labore,Gradiente,defeito,120
49,Campolim,ap de som,fugiat,Brastemp,funciona,40
47,Pacaembu,freezer,distinctio,Brastemp,defeito,120
56,Jd Primavera,TV,sapiente,LG,defeito,90
36,Jd Primavera,TV,consectetur,LG,defeito,90
51,Campolim,Fogão,quaerat,Electrolux,defeito,30
58,Campolim,computador,a,Samsung,defeito,66
18,Pacaembu,TV,assumenda,LG,defeito,90
41,Pacaembu,ap de som,consectetur,Electrolux,funciona,40
55,Centro,TV,molestiae,Samsung,defeito,90
36,Campolim,micro-ondas,excepturi,Electrolux,funciona,100
62,Campolim,Fogão,sint,Brastemp,defeito,30
65,Jd Primavera,micro-ondas,sunt,Gradiente,funciona,100
33,Campolim,Fogão,numquam,LG,defeito,30
53,Campolim,freezer,alias,Gradiente,funciona,200
22,Pacaembu,ap de som,quas,LG,funciona,40
60,Jd Primavera,computador,dolore,Brastemp,funciona,110
20,Pacaembu,computador,non,Electrolux,defeito,66
61,Centro,freezer,eos,Gradiente,funciona,200
31,Centro,computador,temporibus,Samsung,funciona,110
46,Campolim,micro-ondas,ratione,Electrolux,funciona,100
44,Jd Primavera,freezer,commodi,Brastemp,defeito,120
65,Jd Primavera,freezer,nobis,Brastemp,defeito,120
25,Centro,ap de som,minus,Brastemp,funciona,40
57,Centro,freezer,quisquam,Brastemp,defeito,120
57,Pacaembu,freezer,occaecati,LG,defeito,120
51,Centro,freezer,perspiciatis,Brastemp,defeito,120
29,Vossoroca,computador,nisi,Samsung,funciona,110
48,Vossoroca,Fogão,veritatis,LG,funciona,50
68,Vossoroca,computador,pariatur,LG,funciona,110
36,Jd Primavera,Fogão,ipsa,Gradiente,defeito,30
18,Campolim,Fogão,eveniet,Brastemp,defeito,30
32,Centro,freezer,beatae,Samsung,funciona,200
60,Campolim,freezer,quia,LG,defeito,120
40,Centro,ap de som,hic,Gradiente,defeito,24
61,Centro,micro-ondas,inventore,Brastemp,funciona,100
38,Jd Primavera,micro-ondas,consequatur,LG,funciona,100
41,Centro,TV,optio,Brastemp,funciona,150
54,Campolim,freezer,corporis,Brastemp,funciona,200
20,Jd Primavera,computador,enim,LG,funciona,110
43,Pacaembu,ap de som,natus,LG,funciona,40
66,Campolim,TV,nisi,Brastemp,funciona,150
61,Vossoroca,ap de som,deserunt,Brastemp,funciona,40
47,Jd Primavera,micro-ondas,officiis,Gradiente,funciona,100
23,Jd Primavera,freezer,adipisci,Gradiente,defeito,120
36,Vossoroca,ap de som,laboriosam,Gradiente,funciona,40
33,Vossoroca,TV,dolore,Samsung,funciona,150
27,Campolim,TV,saepe,Brastemp,defeito,90
62,Vossoroca,freezer,voluptates,LG,funciona,200
47,Centro,micro-ondas,quo,Electrolux,defeito,60
55,Campolim,Fogão,explicabo,Samsung,defeito,30
25,Vossoroca,TV,unde,LG,funciona,150
44,Jd Primavera,ap de som,aliquam,LG,funciona,40
34,Jd Primavera,ap de som,velit,Gradiente,funciona,40
62,Pacaembu,ap de som,quisquam,LG,funciona,40
22,Vossoroca,computador,consequatur,Electrolux,funciona,110
47,Centro,freezer,harum,Gradiente,funciona,200
40,Jd Primavera,computador,exercitationem,Gradiente,funciona,110
46,Jd Primavera,micro-ondas,magnam,Samsung,funciona,100
31,Centro,freezer,itaque,Brastemp,funciona,200
25,Jd Primavera,ap de som,laudantium,Gradiente,funciona,40
35,Campolim,computador,maxime,Samsung,funciona,110
23,Vossoroca,ap de som,cumque,Samsung,defeito,24
20,Vossoroca,freezer,tenetur,Samsung,funciona,200
25,Campolim,ap de som,mollitia,Electrolux,defeito,24
47,Campolim,computador,ipsam,Gradiente,funciona,110
27,Pacaembu,freezer,quae,Electrolux,defeito,120
49,Centro,TV,facilis,Gradiente,funciona,150
46,Pacaembu,Fogão,optio,LG,funciona,50
27,Pacaembu,TV,illo,Samsung,funciona,150
63,Centro,freezer,corporis,Gradiente,funciona,200
29,Centro,TV,recusandae,Samsung,funciona,150
58,Campolim,micro-ondas,beatae,Electrolux,funciona,100
39,Campolim,ap de som,quis,Gradiente,funciona,40
20,Pacaembu,freezer,architecto,Brastemp,funciona,200
43,Centro,micro-ondas,magni,Samsung,defeito,60
33,Jd Primavera,ap de som,corporis,Brastemp,defeito,24
